Shortbred_ID	ShortBRED_ARG_Family_Name	DbAcc_ID	Db_Name	Marker_Source	Product_Name	Description	Seq_Type	Database_Source	AMR_Family	AMR_Class	Drug_Targets	AMR_Mechanism	ShortBRED_Analysis	TD_Analysis
MF0069	1028096836|WP_063853554_1|AY319932_1|1|1|mef(A)|mef(A)|efflux|macrolide_efflux_MFS_transporter_Mef(A)	WP_063853554.1	NCBI-AMR	ARDatabase	mefA	macrolide efflux MFS transporter Mef(A)	Protein	NCBI-AMR	mef_MFS_efflux_pump	MFS_efflux_pump	MLS	Antibiotic_efflux	Yes	Yes
MF0070	1028096845|WP_063853563_1|AY355405_1|1|1|mef(A)|mef(A)|efflux|macrolide_efflux_MFS_transporter_Mef(A)	WP_063853563.1	NCBI-AMR	ARDatabase	mefA	macrolide efflux MFS transporter Mef(A)	Protein	NCBI-AMR	mef_MFS_efflux_pump	MFS_efflux_pump	MLS	Antibiotic_efflux	Yes	Yes
MF0071	1028096886|WP_063853591_1|AJ715499_2|1|1|mef(A)|mef(A)|efflux|macrolide_efflux_MFS_transporter_Mef(A)	WP_063853591.1	NCBI-AMR	ARDatabase	mefA	macrolide efflux MFS transporter Mef(A)	Protein	NCBI-AMR	mef_MFS_efflux_pump	MFS_efflux_pump	MLS	Antibiotic_efflux	Yes	Yes
MF0072	1028096941|WP_063853638_1|DQ445269_1|1|1|mef(A)|mef(A)|efflux|macrolide_efflux_MFS_transporter_Mef(A)	WP_063853638.1	NCBI-AMR	ARDatabase	mefA	macrolide efflux MFS transporter Mef(A)	Protein	NCBI-AMR	mef_MFS_efflux_pump	MFS_efflux_pump	MLS	Antibiotic_efflux	Yes	Yes
MF0073	1028097001|WP_063853698_1|EU870852_1|1|1|mef(A)|mef(A)|efflux|macrolide_efflux_MFS_transporter_Mef(A)	WP_063853698.1	NCBI-AMR	ARDatabase	mefA	macrolide efflux MFS transporter Mef(A)	Protein	NCBI-AMR	mef_MFS_efflux_pump	MFS_efflux_pump	MLS	Antibiotic_efflux	Yes	Yes
MF0074	1028097032|WP_063853729_1|AF251288_1|1|1|mef(En2)|mef(En2)|efflux|macrolide_efflux_MFS_transporter_Mef(En2)	WP_063853729.1	NCBI-AMR	ARDatabase	mef(En2)	macrolide efflux MFS transporter Mef(En2)	Protein	NCBI-AMR	mef_MFS_efflux_pump	MFS_efflux_pump	MLS	Antibiotic_efflux	Yes	Yes
MF0075	1028097157|WP_063853854_1|U36578_1|1|1|mph(A)|mph(A)|phosphotransferase|Mph(A)_family_macrolide_2_-phosphotransferase	WP_063853854.1	NCBI-AMR	ARDatabase	mphA	Mph(A) family macrolide 2'-phosphotransferase	Protein	NCBI-AMR	MphA_macrolide_phosphotransferase	Macrolide_phosphotransferase	MLS	Antibiotic_inactivation	Yes	Yes
MF0076	1028097434|WP_063854131_1|AM180066_1|1|1|mph(C)|mph(C)|phosphotransferase|Mph(C)_family_macrolide_2_-phosphotransferase	WP_063854131.1	NCBI-AMR	ARDatabase	mphC	Mph(C) family macrolide 2'-phosphotransferase	Protein	NCBI-AMR	MphC_macrolide_phosphotransferase	Macrolide_phosphotransferase	MLS	Antibiotic_inactivation	Yes	Yes
MF0077	1028097816|WP_063854490_1|X71443_1|1|1|nimB|nimB|nitroimidazole_reductase|nitroimidazole_resistance_protein_NimB	WP_063854490.1	NCBI-AMR	ARDatabase	nimB	nitroimidazole resistance protein NimB	Protein	NCBI-AMR	Nitroimidazole_Resistance_Protein	Nitroimidazole_resistance_protein	Nitroimidazole	Antibiotic_target_protection	Yes	Yes
MF0078	1028097818|WP_063854491_1|X76948_1|1|1|nimC|nimC|nitroimidazole_reductase|nitroimidazole_resistance_protein_NimC	WP_063854491.1	NCBI-AMR	ARDatabase	nimC	nitroimidazole resistance protein NimC	Protein	NCBI-AMR	Nitroimidazole_Resistance_Protein	Nitroimidazole_resistance_protein	Nitroimidazole	Antibiotic_target_protection	Yes	Yes
MF0079	1028097819|WP_063854492_1|X76949_1|1|1|nimD|nimD|nitroimidazole_reductase|nitroimidazole_resistance_protein_NimD	WP_063854492.1	NCBI-AMR	ARDatabase	nimD	nitroimidazole resistance protein NimD	Protein	NCBI-AMR	Nitroimidazole_Resistance_Protein	Nitroimidazole_resistance_protein	Nitroimidazole	Antibiotic_target_protection	Yes	Yes
MF0080	1028097838|WP_063854493_1|U75434_1|1|1|nshR|nshR|target_modification|NshR_family_nosiheptide_thiostrepton_resistance_23S_rRNA_methyltransferase	WP_063854493.1	NCBI-AMR	ARDatabase	nshR	NshR family nosiheptide/thiostrepton resistance 23S rRNA methyltransferase	Protein	NCBI-AMR	Non_erm_Erm_23S_rRNA_Methyltransferase	23S_rRNA_methyltransferase	MLS	Antibiotic_target_alteration	Yes	Yes
MF0081	1028097903|WP_063854498_1|M74049_1|1|1|otr(A)|otr(A)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Otr(A)	WP_063854498.1	NCBI-AMR	ARDatabase	otrA	tetracycline resistance ribosomal protection protein Otr(A)	Protein	NCBI-AMR	otrA_Tetracycline_resistant_ribosomal_protection_protein	Tetracycline_ribosomal_protection_protein	Tetracyclines	Antibiotic_target_protection	Yes	Yes
MF0082	1028097906|WP_063854501_1|AY032873_1|1|1|penI_Bp|penI_Bp|hydrolase|PenI_family_class_A_extended-spectrum_beta-lactamase	WP_063854501.1	NCBI-AMR	ARDatabase	blapenI	PenI family class A extended-spectrum beta-lactamase	Protein	NCBI-AMR	PenI_beta_lactamase	Class_A_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF0083	1028097907|WP_063854502_1|HM537013_1|1|1|pexA|pexA|efflux|phenicol_efflux_MFS_transporter_PexA	WP_063854502.1	NCBI-AMR	ARDatabase	pexA	phenicol efflux MFS transporter PexA	Protein	NCBI-AMR	pexA_MFS_efflux_pump	MFS_efflux_pump	Phenicol	Antibiotic_efflux	Yes	Yes
MF0084	1028098183|WP_063854743_1|KF556707_1|1|1|SMR_efflux_smr|SMR_efflux_smr|efflux|multidrug_efflux_SMR_transporter_Smr	WP_063854743.1	NCBI-AMR	ARDatabase	smr_efflux	multidrug efflux SMR transporter Smr	Protein	NCBI-AMR	Unknown_SMR_efflux_pump	SMR_efflux_pump	Multidrug_Class	Antibiotic_efflux	Yes	Yes
MF0085	1028098417|WP_063854936_1|M16183_1|1|1|sta|sta|acetyltransferase|streptothricin_N-acetyltransferase_STAT	WP_063854936.1	NCBI-AMR	ARDatabase	sta	streptothricin N-acetyltransferase STAT	Protein	NCBI-AMR	sta_streptothricin_acetyltransferase	Streptothricin_acetyltransferase	Nucleoside	Antibiotic_inactivation	Yes	Yes
MF0086	1028099439|WP_063855885_1|GU584217_2|1|1|tet(45)|tet(45)|efflux|tetracycline_efflux_MFS_transporter_Tet(45)	WP_063855885.1	NCBI-AMR	ARDatabase	tet45	tetracycline efflux MFS transporter Tet(45)	Protein	NCBI-AMR	tet45_MFS_efflux_pump	MFS_efflux_pump	Tetracyclines	Antibiotic_efflux	Yes	Yes
MF0087	1028099801|WP_063856073_1|X65876_1|1|1|tet(D)|tet(D)|efflux|tetracycline_efflux_MFS_transporter_Tet(D)	WP_063856073.1	NCBI-AMR	ARDatabase	tetD	tetracycline efflux MFS transporter Tet(D)	Protein	NCBI-AMR	tetD_MFS_efflux_pump	MFS_efflux_pump	Tetracyclines	Antibiotic_efflux	Yes	Yes
MF0088	1028099809|WP_063856081_1|D12567_1|1|1|tet(L)|tet(L)|efflux|tetracycline_efflux_MFS_transporter_Tet(L)	WP_063856081.1	NCBI-AMR	ARDatabase	tetL	tetracycline efflux MFS transporter Tet(L)	Protein	NCBI-AMR	tetL_MFS_efflux_pump	MFS_efflux_pump	Tetracyclines	Antibiotic_efflux	Yes	Yes
MF0089	1028099835|WP_063856107_1|X56353_1|1|1|tet(M)|tet(M)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Tet(M)	WP_063856107.1	NCBI-AMR	ARDatabase	tetM	tetracycline resistance ribosomal protection protein Tet(M)	Protein	NCBI-AMR	tetM_Tetracycline_resistant_ribosomal_protection_protein	Tetracycline_ribosomal_protection_protein	Tetracyclines	Antibiotic_target_protection	Yes	Yes
MF0090	1028099865|WP_063856114_1|AB054984_1|1|1|tet(M)|tet(M)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Tet(M)	WP_063856114.1	NCBI-AMR	ARDatabase	tetM	tetracycline resistance ribosomal protection protein Tet(M)	Protein	NCBI-AMR	tetM_Tetracycline_resistant_ribosomal_protection_protein	Tetracycline_ribosomal_protection_protein	Tetracyclines	Antibiotic_target_protection	Yes	Yes
MF0091	1028100273|WP_063856408_1|NG_048271_1|1|1|tet(Q)|tet(Q)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Tet(Q)	WP_063856408.1	NCBI-AMR	ARDatabase	tetQ	tetracycline resistance ribosomal protection protein Tet(Q)	Protein	NCBI-AMR	tetQ_Tetracycline_resistant_ribosomal_protection_protein	Tetracycline_ribosomal_protection_protein	Tetracyclines	Antibiotic_target_protection	Yes	Yes
MF0092	1028100284|WP_063856419_1|DQ525023_1|1|1|tet(W)|tet(W)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Tet(W)	WP_063856419.1	NCBI-AMR	ARDatabase	tetW	tetracycline resistance ribosomal protection protein Tet(W)	Protein	NCBI-AMR	tetW_Tetracycline_resistant_ribosomal_protection_protein	Tetracycline_ribosomal_protection_protein	Tetracyclines	Antibiotic_target_protection	Yes	Yes
MF0093	1028100286|WP_063856421_1|EF065524_1|1|1|tet(W)|tet(W)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Tet(W)	WP_063856421.1	NCBI-AMR	ARDatabase	tetW	tetracycline resistance ribosomal protection protein Tet(W)	Protein	NCBI-AMR	tetW_Tetracycline_resistant_ribosomal_protection_protein	Tetracycline_ribosomal_protection_protein	Tetracyclines	Antibiotic_target_protection	Yes	Yes
MF0094	1028100309|WP_063856444_1|AB097942_1|1|1|tet(X)|tet(X)|hydroxylation|tetracycline-inactivating_monooxygenase_Tet(X)	WP_063856444.1	NCBI-AMR	ARDatabase	tetX	tetracycline-inactivating monooxygenase Tet(X)	Protein	NCBI-AMR	TetX	Tetracycline_inactivation_enzyme	Tetracyclines	Antibiotic_inactivation	Yes	Yes
MF0095	1028100355|WP_063856490_1|EF032505_1|1|1|tlmB|tlmB|acetyltransferase|bleomycin_family_antibiotic_N-acetyltransferase_TlmB	WP_063856490.1	NCBI-AMR	ARDatabase	tlmB	bleomycin family antibiotic N-acetyltransferase TlmB	Protein	NCBI-AMR	TlmB_Bleomycin_Resistant_Protein	Bleomycin_resistant_protein	Glycopeptides	Antibiotic_inactivation	Yes	Yes
MF0096	1028100381|WP_063856516_1|Y15704_1|1|1|vanA|vanA|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanA	WP_063856516.1	NCBI-AMR	ARDatabase	vanA	D-alanine--(R)-lactate ligase VanA	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0097	1028100391|WP_063856526_1|AY648698_1|1|1|vanA-Pa|vanA-Pa|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanA-Pa	WP_063856526.1	NCBI-AMR	ARDatabase	vanA-Pa	D-alanine--(R)-lactate ligase VanA-Pa	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0098	1028100396|WP_063856531_1|AY648035_1|1|1|vanA-Pt|vanA-Pt|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanA-Pt	WP_063856531.1	NCBI-AMR	ARDatabase	vanA-Pt	D-alanine--(R)-lactate ligase VanA-Pt	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0099	1028100462|WP_063856597_1|AY655719_1|1|1|vanB|vanB|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanB	WP_063856597.1	NCBI-AMR	ARDatabase	vanB	D-alanine--(R)-lactate ligase VanB	Protein	NCBI-AMR	VanB_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0100	1028100500|WP_063856635_1|AY033764_1|1|1|vanC2_3|vanC2_3|re-structuring_of_the_cell_wall|D-alanine--D-serine_ligase_VanC2_3	WP_063856635.1	NCBI-AMR	ARDatabase	vanC	D-alanine--D-serine ligase VanC2/3	Protein	NCBI-AMR	VanC_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0101	1028100554|WP_063856689_1|AF153050_1|1|1|vanD|vanD|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanD	WP_063856689.1	NCBI-AMR	ARDatabase	vanD	D-alanine--(R)-lactate ligase VanD	Protein	NCBI-AMR	VanD_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0102	1028100558|WP_063856693_1|DQ172830_1|1|1|vanD|vanD|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanD	WP_063856693.1	NCBI-AMR	ARDatabase	vanD	D-alanine--(R)-lactate ligase VanD	Protein	NCBI-AMR	VanD_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0103	1028100562|WP_063856697_1|Y15705_1|1|1|vanH-A|vanH-A|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH-A	WP_063856697.1	NCBI-AMR	ARDatabase	vanHA	D-lactate dehydrogenase VanH-A	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0104	1028100563|WP_063856698_1|DQ246438_1|1|1|vanH-Ac1|vanH-Ac1|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH-Ac1	WP_063856698.1	NCBI-AMR	ARDatabase	vanH-Ac1	D-lactate dehydrogenase VanH-Ac1	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0105	1028100564|WP_063856699_1|AF060799_1|1|1|vanH-Ao1|vanH-Ao1|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH-Ao1	WP_063856699.1	NCBI-AMR	ARDatabase	vanH-Ao1	D-lactate dehydrogenase VanH-Ao1	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0106	1028100566|WP_063856701_1|FJ767776_1|1|1|vanH-B|vanH-B|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH-B	WP_063856701.1	NCBI-AMR	ARDatabase	vanHB	D-lactate dehydrogenase VanH-B	Protein	NCBI-AMR	VanB_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0107	1028100567|WP_063856702_1|AF153050_1|1|1|vanH-D|vanH-D|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH-D	WP_063856702.1	NCBI-AMR	ARDatabase	vanHD	D-lactate dehydrogenase VanH-D	Protein	NCBI-AMR	VanD_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0108	1028100570|WP_063856705_1|DQ172830_1|1|1|vanH-D|vanH-D|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH-D	WP_063856705.1	NCBI-AMR	ARDatabase	vanHD	D-lactate dehydrogenase VanH-D	Protein	NCBI-AMR	VanD_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0109	1028100573|WP_063856708_1|DQ018710_1|1|1|vanH-Pt|vanH-Pt|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH-Pt	WP_063856708.1	NCBI-AMR	ARDatabase	vanH-Pt	D-lactate dehydrogenase VanH-Pt	Protein	NCBI-AMR	VanH_gene_associated_with_glycopeptide_resistance	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0110	1028100574|WP_063856709_1|DQ018711_1|1|1|vanH|vanH|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH	WP_063856709.1	NCBI-AMR	ARDatabase	vanH	D-lactate dehydrogenase VanH	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0111	1028100575|WP_063856710_1|AY926880_2|1|1|vanH-Pt2|vanH-Pt2|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH-Pt2	WP_063856710.1	NCBI-AMR	ARDatabase	vanH-Pt2	D-lactate dehydrogenase VanH-Pt2	Protein	NCBI-AMR	VanH_gene_associated_with_glycopeptide_resistance	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF6792	gb|ALH22601_1|ARO_3000620|adeL__Acinetobacter_baumannii_	ARO:3000620	CARD	ARDatabase	adeL	determinant of antibiotic resistance	Protein	CARD	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF6743	gb|AGV28567_1|ARO_3000559|adeN__Acinetobacter_baumannii_	ARO:3000559	CARD	ARDatabase	adeN	determinant of antibiotic resistance	Protein	CARD	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF6682	gb|ADM92605_1|ARO_3000553|adeR__Acinetobacter_baumannii_	ARO:3000553	CARD	ARDatabase	adeR	determinant of antibiotic resistance	Protein	CARD	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF6683	gb|ADM92606_1|ARO_3000549|adeS__Acinetobacter_baumannii_	ARO:3000549	CARD	ARDatabase	adeS	determinant of antibiotic resistance	Protein	CARD	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF7107	gb|WP_000192137_1|ARO_3000838|arlR__Bacillales_	ARO:3000838	CARD	ARDatabase	arlR	protein(s) and two-component regulatory system modulating antibiotic efflux|determinant of antibiotic resistance	Protein	CARD	MFS_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF7169	gb|YP_499945_1|ARO_3000839|arlS__Staphylococcus_aureus	ARO:3000839	CARD	ARDatabase	arlS	efflux pump complex or subunit conferring antibiotic resistance|determinant of antibiotic resistance	Protein	CARD	MFS_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF7420	gb|ABD30512_1|ARO_3000839|arlS__Staphylococcus_aureus	ARO:3000839	CARD	ARDatabase	arlS	efflux pump complex or subunit conferring antibiotic resistance|determinant of antibiotic resistance	Protein	CARD	MFS_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF7067	gb|NP_252408_1|ARO_3004056|ArmR__Pseudomonas_aeruginosa	ARO:3004056	CARD	ARDatabase	ArmR	determinant of antibiotic resistance	Protein	CARD	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF7402	gb|AAG07106_1|ARO_3004056|ArmR__Pseudomonas_aeruginosa	ARO:3004056	CARD	ARDatabase	ArmR	ArmR__Pseudomonas_aeruginosa	Protein	CARD	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF7166	gb|YP_490321_1|ARO_3000828|baeR__Escherichia_coli	ARO:3000828	CARD	ARDatabase	baeR	protein(s) and two-component regulatory system modulating antibiotic efflux|determinant of antibiotic resistance	Protein	CARD	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF7444	gb|BAA15935_1|ARO_3000828|baeR__Escherichia_coli	ARO:3000828	CARD	ARDatabase	baeR	protein(s) and two-component regulatory system modulating antibiotic efflux|determinant of antibiotic resistance	Protein	CARD	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF6839	gb|BAA15934_1|ARO_3000829|baeS__Escherichia_coli	ARO:3000829	CARD	ARDatabase	baeS	protein(s) and two-component regulatory system modulating antibiotic efflux|determinant of antibiotic resistance	Protein	CARD	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF0124	1028100617|WP_063856752_1|AF253562_2|1|1|vanT-G|vanT-G|re-structuring_of_the_cell_wall|membrane-bound_serine_racemase_VanT-G	WP_063856752.1	NCBI-AMR	ARDatabase	vanTG	membrane-bound serine racemase VanT-G	Protein	NCBI-AMR	VanG_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0125	1028100620|WP_063856755_1|EU151752_1|1|1|vanT-C|vanT-C|re-structuring_of_the_cell_wall|membrane-bound_serine_racemase_VanT-C	WP_063856755.1	NCBI-AMR	ARDatabase	vanTC	membrane-bound serine racemase VanT-C	Protein	NCBI-AMR	VanC_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0126	1028100621|WP_063856756_1|EU151753_1|1|1|vanT-C|vanT-C|re-structuring_of_the_cell_wall|membrane-bound_serine_racemase_VanT-C	WP_063856756.1	NCBI-AMR	ARDatabase	vanTC	membrane-bound serine racemase VanT-C	Protein	NCBI-AMR	VanC_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0127	1028100623|WP_063856758_1|AY033089_1|1|1|vanTc2|vanTc2|re-structuring_of_the_cell_wall|membrane-bound_serine_racemase_VanT	WP_063856758.1	NCBI-AMR	ARDatabase	vanTC	membrane-bound serine racemase VanT	Protein	NCBI-AMR	VanC_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0128	1028100628|WP_063856763_1|AH014495_2|1|1|vanW-B|vanW-B|re-structuring_of_the_cell_wall|glycopeptide_resistance_accessory_protein_VanW-B	WP_063856763.1	NCBI-AMR	ARDatabase	vanWB	glycopeptide resistance accessory protein VanW-B	Protein	NCBI-AMR	VanB_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0129	1028100629|WP_063856764_1|DQ018711_1|1|1|vanW-Pt|vanW-Pt|re-structuring_of_the_cell_wall|glycopeptide_resistance_accessory_protein_VanW	WP_063856764.1	NCBI-AMR	ARDatabase	vanW	glycopeptide resistance accessory protein VanW	Protein	NCBI-AMR	VanW_gene_associated_with_glycopeptide_resistance	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0130	1028100632|WP_063856767_1|Y15708_1|1|1|vanX-A|vanX-A|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-A	WP_063856767.1	NCBI-AMR	ARDatabase	vanXA	D-Ala-D-Ala dipeptidase VanX-A	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0131	1028100633|WP_063856768_1|DQ246438_1|1|1|vanX-Ac1|vanX-Ac1|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-Ac1	WP_063856768.1	NCBI-AMR	ARDatabase	vanX-Ac1	D-Ala-D-Ala dipeptidase VanX-Ac1	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0132	1028100634|WP_063856769_1|AF060799_1|1|1|vanX-Ao1|vanX-Ao1|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-Ao1	WP_063856769.1	NCBI-AMR	ARDatabase	vanX-Ao1	D-Ala-D-Ala dipeptidase VanX-Ao1	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0133	1028100638|WP_063856773_1|AF175293_1|1|1|vanX-D|vanX-D|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-D	WP_063856773.1	NCBI-AMR	ARDatabase	vanXD	D-Ala-D-Ala dipeptidase VanX-D	Protein	NCBI-AMR	VanD_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0134	1028100640|WP_063856775_1|DQ172830_1|1|1|vanX-D|vanX-D|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-D	WP_063856775.1	NCBI-AMR	ARDatabase	vanXD	D-Ala-D-Ala dipeptidase VanX-D	Protein	NCBI-AMR	VanD_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0135	1028100644|WP_063856779_1|AY926880_2|1|1|vanX-Pt|vanX-Pt|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-Pt	WP_063856779.1	NCBI-AMR	ARDatabase	vanX-Pt	D-Ala-D-Ala dipeptidase VanX-Pt	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF0136	1028100646|WP_063856781_1|DQ018711_1|1|1|vanX-Pt|vanX-Pt|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-Pt	WP_063856781.1	NCBI-AMR	ARDatabase	vanX-Pt	D-Ala-D-Ala dipeptidase VanX-Pt	Protein	NCBI-AMR	VanA_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
